sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score.1,v_decile_score,two_year_recid,days_custody,days_c_jail,days_r_jail
0,32,2,0,1,0,0,0,7.0,1,0,0,1,2,0,2,2,0
0,34,1,0,7,1,0,27,1.0,0,0,0,7,3,0,2,2,0
0,42,1,0,6,0,0,5,1.0,1,0,0,6,6,0,56,4,0
1,35,1,0,1,0,0,0,1.0,0,1,0,1,1,1,3,3,0
0,20,2,0,10,0,0,0,1.0,1,1,0,10,10,1,8,8,20
1,32,2,0,10,0,0,2,1.0,1,1,0,10,4,1,3,34,0
0,21,2,0,5,0,1,0,1.0,0,0,0,5,7,0,2,2,0
0,24,1,0,2,0,0,0,0.0,0,1,0,2,3,1,2,2,0
0,24,1,0,9,0,0,1,1.0,0,1,0,9,9,1,125,125,0
0,55,3,0,1,0,0,2,32.0,1,0,0,1,1,0,29,29,0
0,26,1,0,3,0,0,0,1.0,0,1,0,3,4,1,5,2,2
0,52,2,0,2,0,0,8,0.0,1,0,0,2,1,0,40,40,0
0,27,1,0,2,0,0,1,1.0,0,0,0,2,4,0,3,3,0
1,27,2,0,5,0,0,0,0.0,0,0,0,5,3,0,2,2,0
0,56,2,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,52,2,0,9,0,0,16,5.0,1,1,0,9,4,1,27,12,27
0,37,1,0,1,0,0,3,1.0,1,1,0,1,1,1,2,2,2
0,45,1,0,1,0,0,0,6.0,0,0,0,1,1,0,1,1,0
0,23,1,0,2,0,0,1,39.0,0,0,0,2,4,0,22,40,0
1,36,2,0,6,0,0,3,27.0,1,1,0,6,7,1,59,28,44
1,29,1,0,2,0,0,0,3.0,1,0,0,2,2,0,2,2,0
0,21,3,0,3,0,0,0,5.0,1,0,0,3,6,0,4,2,0
0,20,0,0,2,2,1,3,1.0,0,1,0,2,4,1,2,2,2
0,69,1,0,6,0,0,3,315.0,1,0,0,6,1,0,0,0,0
0,27,1,0,8,1,0,11,1.0,1,0,0,8,6,0,3,6,0
0,28,1,1,8,0,1,11,1.0,1,1,0,8,6,1,2,1,2
0,38,1,0,1,0,0,4,1.0,0,1,0,1,1,0,2,2,0
0,30,0,0,1,0,0,0,1.0,1,0,0,1,2,0,2,2,0
1,19,1,0,9,0,0,1,1.0,1,1,1,9,7,1,435,435,0
1,37,2,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,34,1,0,1,0,0,0,1.0,0,1,1,1,1,1,3,3,0
0,37,2,0,8,0,0,7,1.0,1,1,0,8,6,1,71,71,0
0,21,1,0,8,0,1,1,1.0,1,0,0,8,7,0,8,2,0
0,21,1,0,9,0,0,0,1.0,1,1,0,9,8,1,57,8,57
1,38,2,0,4,0,0,3,1.0,1,0,0,4,2,0,34,2,0
0,47,1,0,4,0,0,1,1.0,0,0,0,4,5,0,2,2,0
0,56,2,0,2,0,0,3,1.0,1,0,0,2,2,0,192,192,0
0,27,1,0,7,0,0,2,1.0,1,1,0,7,7,1,12,247,12
0,23,1,0,8,0,0,0,1.0,0,0,0,8,8,0,31,2,0
0,57,2,0,1,0,0,0,2.0,1,0,0,1,1,0,3,3,0
0,25,1,0,7,1,0,9,6.0,1,0,0,7,4,0,14,14,0
1,23,1,0,10,0,0,2,20.0,1,1,1,10,9,1,117,117,98
0,32,1,0,10,0,0,8,1.0,1,1,0,10,5,1,2,3,2
1,36,1,0,5,0,0,2,2.0,0,0,0,5,3,0,2,2,0
0,41,1,0,5,0,0,5,1006.0,0,0,0,5,6,0,2,2,0
0,31,3,0,3,0,0,2,69.0,1,0,0,3,2,0,51,51,0
1,39,0,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,21,1,0,6,0,0,1,1.0,1,1,1,6,6,1,11,3,0
0,43,2,0,4,0,0,8,435.0,1,1,0,4,6,1,63,63,63
0,31,1,0,4,0,0,2,1.0,0,0,0,4,6,0,2,3,0
0,37,2,0,1,0,0,0,2.0,0,0,0,1,2,0,2,2,0
0,27,1,0,2,0,0,0,1.0,1,0,0,2,4,0,3,3,0
0,22,1,0,4,0,0,2,23.0,1,1,0,4,4,1,17,17,0
0,59,2,0,1,0,0,2,19.0,1,0,0,1,1,0,20,20,0
1,33,1,0,9,0,0,0,1.0,1,1,0,9,7,1,10,30,39
0,39,2,0,10,0,0,21,216.0,1,0,0,10,10,0,82,195,0
1,43,1,0,3,0,0,2,1.0,1,0,0,3,1,0,16,3,0
0,25,2,0,4,0,0,5,1.0,1,1,0,4,5,1,14,103,88
0,36,1,3,10,0,2,19,159.0,0,1,0,10,6,1,84,84,84
0,23,1,0,5,0,0,3,1.0,1,1,0,5,5,1,5,5,0
1,43,2,0,2,0,0,3,10.0,0,1,1,2,1,1,2,2,2
0,56,2,0,1,0,0,9,24.0,0,1,0,1,1,1,53,21,53
1,20,1,0,8,0,0,1,1.0,1,1,0,8,6,1,5,5,0
0,50,1,0,5,0,0,2,6.0,0,1,0,5,1,1,7,2,0
0,24,0,0,8,0,0,2,49.0,0,1,0,8,4,1,4,4,0
1,54,2,0,2,0,0,1,4.0,0,0,0,2,1,0,4,4,0
0,20,1,0,10,0,0,1,1.0,1,1,0,10,8,1,24,3,17
0,36,0,0,4,0,0,3,1.0,0,1,1,4,3,1,258,47,258
1,36,1,0,6,0,0,3,1.0,1,1,0,6,4,1,2,1,0
0,56,1,0,4,0,0,0,1.0,0,0,0,4,1,0,3,3,0
0,25,1,0,9,0,0,28,53.0,0,1,0,9,8,1,36,2,0
0,25,1,1,9,0,0,2,1.0,1,1,0,9,7,0,2,2,1
1,42,2,0,3,0,0,1,1.0,1,1,0,3,1,1,22,22,0
0,34,1,0,10,2,0,9,80.0,0,1,1,10,9,1,43,0,0
0,48,1,0,6,0,0,4,1.0,1,0,0,6,3,0,15,2,0
0,34,1,1,10,0,0,21,1.0,0,1,1,10,10,1,236,7,236
0,28,2,0,2,0,0,0,1.0,1,0,0,2,2,0,2,2,0
0,32,2,0,3,0,0,1,1.0,1,0,0,3,2,0,25,2,0
1,31,2,0,1,0,0,2,1.0,1,0,0,1,1,0,3,3,0
1,24,1,0,9,0,0,4,1.0,1,1,0,9,8,1,36,7,36
1,25,2,0,4,0,0,0,1.0,1,1,0,4,4,1,41,1,41
1,32,2,0,2,0,1,4,1.0,1,0,0,2,1,0,1,1,0
0,37,1,0,9,0,0,20,0.0,1,1,0,9,5,1,6036,37,59
0,24,1,0,3,0,0,1,1.0,1,1,0,3,4,1,3,3,2
0,48,1,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,25,1,1,9,2,0,9,20.0,1,1,1,9,9,1,51,51,51
0,35,1,0,2,0,0,1,0.0,1,0,0,2,1,0,1,1,0
0,21,1,0,4,0,0,1,1.0,1,1,0,4,6,1,2,2,0
1,21,1,0,10,0,0,0,1.0,1,1,0,10,9,1,6,34,2
1,27,2,0,2,0,0,0,1.0,1,1,0,2,2,1,35,3,35
0,22,1,0,2,0,0,0,1.0,1,0,0,2,4,0,2,2,0
0,28,1,0,5,0,0,4,1.0,1,0,0,5,5,0,2,1,0
0,26,1,0,2,0,0,0,1.0,0,0,0,2,3,0,2,2,0
0,23,0,0,2,0,0,0,1.0,0,1,0,2,3,1,85,2,85
0,34,2,0,2,0,0,0,1.0,1,0,0,2,1,0,2,2,0
0,22,1,0,9,0,0,3,1.0,1,0,0,9,9,0,64,35,0
0,30,0,0,5,0,0,5,1.0,1,1,0,5,4,1,186,63,186
0,44,2,0,2,0,0,5,0.0,1,0,0,2,1,0,8,8,0
0,57,2,0,2,0,0,1,1.0,1,0,0,2,1,0,18,18,0
0,22,1,0,8,0,1,0,1.0,1,1,0,8,9,1,6,6,0
0,34,1,0,3,0,0,0,1.0,1,0,0,3,4,0,0,0,0
0,24,1,0,8,0,0,7,1.0,1,1,0,8,7,1,61,69,78
0,20,2,0,4,0,0,0,1.0,1,0,0,4,7,0,2,2,0
0,35,2,0,9,0,0,2,50.0,1,0,0,9,5,0,14,2,0
0,53,3,0,1,0,0,1,8.0,0,1,0,1,1,1,29,3,0
0,60,1,0,3,0,0,13,13.0,1,0,0,3,1,0,2,2,0
1,22,1,0,5,0,0,2,1.0,1,0,0,5,7,0,2,2,0
0,43,3,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,72,2,0,4,0,0,7,2.0,1,0,0,4,1,0,1,1,0
0,33,1,0,5,0,0,3,1.0,1,1,0,5,2,1,5,5,117
0,24,1,0,4,0,0,1,2.0,1,1,0,4,4,1,25,1,25
0,60,1,0,1,0,0,0,1.0,1,0,0,1,1,0,14,219,0
0,24,2,0,5,0,0,3,1.0,1,1,0,5,4,1,8,8,0
0,43,0,0,2,0,0,2,1.0,0,0,0,2,1,0,0,0,0
0,30,1,0,4,0,0,1,5.0,0,0,0,4,6,0,3,3,0
1,43,2,0,6,0,0,0,1.0,0,0,0,6,1,0,31,31,0
0,48,3,0,1,0,0,1,9.0,0,0,0,1,1,0,7,7,0
0,54,0,0,1,0,0,0,1.0,0,0,0,1,1,0,1,1,0
0,45,1,0,1,0,0,1,1.0,0,0,0,1,1,0,3,3,0
0,36,0,0,4,0,0,0,1.0,1,0,0,4,2,0,5,5,0
0,31,2,0,1,0,0,1,1.0,0,1,0,1,1,0,6,1,6
0,40,1,0,1,0,0,0,1.0,0,0,0,1,1,0,3,3,0
0,50,2,0,1,0,0,1,4.0,1,0,0,1,1,0,3,3,0
1,26,0,0,6,0,0,1,1349.0,0,0,0,6,4,0,1,2,0
0,41,1,0,4,0,0,7,0.0,1,0,0,4,1,0,2,2,0
0,34,2,0,6,0,1,5,2.0,1,1,0,6,5,1,2,1,109
1,28,2,0,6,0,0,0,1.0,1,0,0,6,3,0,18,3,0
0,30,1,0,1,0,0,1,48.0,1,0,0,1,2,0,49,49,0
0,23,2,0,9,0,2,2,0.0,1,1,0,9,9,1,11,1,11
1,37,3,0,1,0,0,0,2.0,0,1,0,1,1,1,2,2,2
0,35,3,0,2,0,0,5,2.0,0,0,0,2,1,0,1,1,0
0,21,2,0,6,0,1,1,1.0,1,1,0,6,7,1,203,50,203
0,45,1,0,9,0,0,1,70.0,1,0,0,9,8,0,63,63,0
1,22,1,0,8,1,0,2,1.0,0,1,0,8,8,1,11,36,11
0,29,1,0,8,0,0,6,1.0,1,1,0,8,4,1,37,37,23
1,30,1,0,2,0,0,0,2.0,0,0,0,2,2,0,2,2,0
0,45,2,0,3,0,0,3,1.0,0,1,1,3,2,1,94,94,0
1,24,1,0,4,0,0,2,1.0,1,0,0,4,4,0,6,2,0
0,31,2,0,8,0,0,4,0.0,1,1,0,8,8,1,1,30,5
0,56,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
1,44,3,0,3,0,0,4,86.0,1,1,0,3,1,1,17,1,17
0,24,1,0,10,4,0,14,1.0,1,1,1,10,10,1,63,181,0
0,38,1,0,6,0,0,11,1.0,1,0,0,6,2,0,19,19,0
0,51,1,0,9,0,0,22,1.0,1,1,0,9,2,1,146,36,146
0,22,2,0,3,0,0,0,1.0,1,0,0,3,5,0,2,2,0
0,28,1,0,8,0,0,5,1.0,0,0,0,8,6,0,2,2,0
0,47,1,0,8,0,1,19,1.0,1,1,0,8,3,1,154,213,154
0,51,1,0,4,0,0,0,1.0,0,1,0,4,1,1,2,31,2
0,25,2,0,3,0,0,1,0.0,0,0,0,3,4,0,5,43,0
0,53,3,0,1,0,0,1,1.0,1,0,0,1,1,0,1,2,0
0,30,1,0,1,0,0,0,1.0,1,0,0,1,1,0,3,3,0
0,33,2,0,6,0,0,0,0.0,1,1,1,6,3,1,29,1,29
0,35,1,0,4,0,0,5,1.0,1,1,1,4,3,1,243,226,243
1,33,1,0,2,0,0,0,1.0,1,0,0,2,2,0,3,3,0
0,65,1,0,10,0,0,11,2231.0,1,0,0,10,4,0,76,0,0
0,59,0,0,1,0,0,1,25.0,0,0,0,1,1,0,2,2,0
1,37,1,0,5,0,0,4,1.0,0,0,0,5,3,0,0,0,0
1,33,2,0,7,0,0,1,1.0,1,0,0,7,5,0,86,86,0
0,27,1,0,7,0,0,2,1.0,1,1,0,7,7,1,133,133,0
1,29,1,0,7,0,0,9,1.0,1,1,0,7,5,1,16,16,2
0,26,4,0,8,0,0,11,150.0,1,1,1,8,5,1,243,243,0
0,24,1,0,10,0,3,3,1.0,1,1,1,10,9,1,45,45,0
0,43,1,0,9,0,0,5,1.0,1,0,0,9,5,0,2,2,0
0,37,1,0,7,0,0,11,1.0,0,1,1,7,3,1,3,2,61
0,53,1,0,7,0,0,13,1.0,1,0,0,7,6,0,92,92,0
0,43,1,0,1,0,0,4,39.0,1,1,0,1,1,0,6,39,6
0,26,1,0,8,0,0,4,0.0,1,1,0,8,5,1,2,2,2
1,30,2,0,3,0,0,1,27.0,0,0,0,3,2,0,1,1,0
0,27,1,0,7,0,0,6,0.0,1,1,0,7,6,1,2,3,1
0,39,2,0,5,0,0,9,1.0,1,1,0,5,3,1,179,2,0
0,37,2,0,4,0,0,4,0.0,0,1,1,4,3,1,59,1,36
0,22,2,0,10,0,0,3,1.0,0,1,0,10,6,1,22,12,14
0,25,2,0,6,0,0,0,1.0,1,0,0,6,4,0,3,3,0
0,26,3,0,5,0,0,1,0.0,1,0,0,5,3,0,2,2,0
1,28,2,0,6,0,0,0,2.0,0,0,0,6,2,0,2,2,0
0,25,1,0,5,0,0,0,1.0,0,1,0,5,3,1,3,3,0
0,58,2,0,1,0,0,1,1.0,1,0,0,1,1,0,11,4,0
1,29,2,0,5,0,0,1,2.0,0,1,0,5,3,1,24,3,2
0,33,1,0,5,0,0,8,0.0,1,0,0,5,3,0,4,4,0
0,38,1,0,1,0,0,0,1.0,1,0,0,1,1,0,2,2,0
0,38,2,0,3,0,0,2,21.0,1,0,0,3,2,0,20,20,0
0,59,1,0,6,0,0,22,1.0,1,1,0,6,6,1,27,70,73
0,29,0,0,5,0,0,4,1.0,0,1,0,5,4,1,2,2,0
0,57,1,0,5,0,0,9,90.0,1,0,0,5,5,0,572,0,0
0,53,2,0,2,0,0,0,1.0,0,1,0,2,2,1,5,5,0
0,33,1,0,8,0,0,2,1.0,1,1,1,8,7,1,1,2,1
0,58,2,0,1,0,0,1,2.0,0,0,0,1,1,0,2,2,0
0,51,2,0,1,0,0,1,1.0,0,0,0,1,1,0,0,0,0
0,25,1,0,9,0,2,11,502.0,1,1,0,9,8,1,322,322,322
0,53,2,0,4,0,0,2,1.0,1,0,0,4,2,0,42,42,0
0,32,2,0,6,0,0,0,1.0,0,1,0,6,8,1,2,19,2
0,35,1,0,8,0,0,6,1.0,1,1,1,8,6,1,12,12,529
0,39,2,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,36,3,0,9,0,0,1,14.0,0,0,0,9,4,0,15,15,0
1,42,2,0,4,0,0,5,1.0,0,1,0,4,1,1,18,7,18
0,37,1,0,2,0,0,0,1.0,0,0,0,2,2,0,2,2,0
0,39,2,0,1,0,0,0,1.0,1,0,0,1,1,0,4,4,0
1,52,2,0,1,0,0,3,25.0,0,0,0,1,1,0,1,1,0
0,60,0,0,1,0,0,1,1.0,0,0,0,1,1,0,2,2,0
0,37,3,0,1,0,0,2,1.0,0,1,0,1,1,0,2,2,0
0,42,2,0,1,0,0,4,1.0,1,1,0,1,2,1,19,19,0
0,23,1,0,6,0,0,6,0.0,1,1,1,6,7,1,2,2,59
1,42,1,0,1,0,0,0,1.0,0,1,0,1,1,1,2,2,2
1,28,2,0,3,0,0,2,36.0,1,0,0,3,2,0,37,37,0
0,28,1,0,4,0,0,5,1.0,1,0,0,4,4,0,1,1,0
0,38,2,0,5,0,0,12,1.0,1,0,0,5,3,0,2,2,0
1,43,1,0,2,0,0,2,1.0,1,1,0,2,1,1,2,3,2
0,42,1,0,5,0,0,0,1.0,1,0,0,5,5,0,2,2,0
1,25,2,0,3,0,0,0,1.0,0,0,0,3,3,0,2,2,0
0,32,1,0,9,0,0,7,0.0,1,1,1,9,9,1,73,38,73
0,21,1,0,6,0,0,0,1.0,1,1,0,6,7,1,1,1,0
1,35,2,0,5,0,0,1,30.0,0,0,0,5,2,0,30,30,0
0,37,2,0,5,0,0,0,1.0,1,0,0,5,3,0,128,128,0
1,33,1,0,2,0,0,2,0.0,1,0,0,2,1,0,1,1,0
1,51,2,0,3,0,0,4,11.0,1,0,0,3,1,0,20,9,0
0,39,2,0,4,0,0,3,1.0,1,1,0,4,2,0,4,4,10
0,35,3,0,6,0,0,5,1.0,0,1,1,6,6,1,2,3,2
0,40,1,0,7,0,0,3,1.0,1,0,0,7,8,0,14,14,0
0,32,1,0,8,0,0,17,0.0,1,1,0,8,2,1,1,1,0
0,18,2,5,8,0,0,4,32.0,1,1,0,8,8,1,2,2,0
0,32,2,0,6,0,0,3,1.0,1,1,0,6,2,1,25,1,11
0,37,0,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,32,1,0,6,0,0,10,1.0,1,1,0,6,2,1,2,2,0
0,47,2,0,3,0,0,5,0.0,0,1,1,3,2,1,13,1,13
1,23,2,0,7,0,0,0,1.0,0,0,0,7,5,0,2,2,0
0,63,2,0,4,0,0,10,0.0,1,1,1,4,1,1,3,3,31
0,38,1,0,9,1,0,16,1.0,1,1,1,9,10,1,243,243,135
0,32,1,0,5,0,0,6,1.0,0,1,0,5,4,1,1,3,1
0,31,1,0,8,0,0,4,1.0,1,1,1,8,3,1,26,25,26
0,23,1,0,3,0,0,0,1.0,1,0,0,3,3,0,2,2,0
0,38,3,0,5,0,0,1,1.0,0,0,0,5,2,0,127,127,0
1,47,2,0,1,0,0,0,3.0,0,0,0,1,1,0,1,1,0
0,33,2,0,8,0,0,1,1.0,1,1,0,8,4,1,11,11,0
0,22,2,0,4,0,0,1,11.0,1,1,0,4,5,0,10,10,0
0,26,2,0,3,0,0,1,177.0,0,0,0,3,4,0,9,9,0
0,40,2,0,1,0,0,0,1.0,0,1,0,1,1,1,1,2,0
0,36,1,10,7,0,0,14,1.0,1,1,0,7,5,1,369,175,369
1,65,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,44,2,0,5,0,0,4,231.0,0,1,0,5,5,1,40,3,40
1,22,1,0,3,0,0,0,1.0,0,0,0,3,4,0,2,2,0
0,34,3,0,1,0,0,0,0.0,0,0,0,1,1,0,1,1,0
1,38,3,0,1,0,0,0,2.0,1,0,0,1,1,0,2,2,0
1,26,2,0,3,0,0,4,2.0,1,1,0,3,3,1,21,2,0
0,20,3,0,4,0,0,0,1.0,0,1,0,4,6,1,24,24,51
0,49,3,0,1,0,0,0,3.0,1,0,0,1,1,0,2,2,0
0,56,1,0,4,0,0,7,167.0,1,0,0,4,4,0,23,50,0
0,52,2,0,9,0,0,2,0.0,1,1,0,9,1,1,307,6,307
0,25,0,0,2,0,0,2,1.0,0,1,0,2,3,1,2,2,2
0,34,1,0,1,0,0,5,1.0,1,0,0,1,2,0,5,5,0
0,33,1,0,1,0,0,1,1.0,0,1,0,1,2,1,2,2,0
0,21,1,0,7,1,2,1,1.0,1,0,0,7,9,0,18,2,0
0,46,1,0,4,0,0,9,1.0,1,0,0,4,2,0,6,6,0
0,22,1,0,6,0,0,2,105.0,0,1,1,6,6,1,80,80,80
0,57,2,0,4,0,0,1,1.0,0,0,0,4,3,0,13,2,0
0,22,1,0,3,0,1,2,0.0,1,1,0,3,6,1,119,1,119
1,48,2,0,1,0,0,1,1.0,0,1,0,1,1,1,48,3,48
0,40,1,0,5,0,0,21,1.0,1,0,0,5,3,0,31,31,0
1,30,1,0,2,0,0,1,1.0,1,0,0,2,1,0,2,2,0
0,21,2,0,7,1,0,4,1.0,0,1,1,7,6,1,243,34,243
1,39,1,0,10,2,0,22,1.0,1,1,1,10,3,1,5,5,0
0,27,2,0,6,0,0,13,89.0,1,1,0,6,3,1,71,71,0
1,33,2,0,6,0,0,0,1.0,0,1,0,6,3,1,36,2,0
0,24,1,0,3,0,0,0,2.0,1,0,0,3,4,0,1,1,0
0,43,1,0,1,0,0,0,1.0,1,1,0,1,1,1,2,2,0
1,45,2,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
0,51,1,0,3,0,0,3,18.0,1,0,0,3,2,0,3,3,0
1,35,1,0,2,0,0,2,95.0,1,1,0,2,1,1,25,32,25
0,31,1,0,7,0,0,9,1.0,0,1,0,7,3,1,2,2,0
0,27,2,0,2,0,0,0,1.0,0,0,0,2,3,0,3,3,0
0,32,1,0,2,0,0,1,1.0,1,0,0,2,3,0,2,2,0
0,49,2,0,1,0,0,0,3.0,0,0,0,1,1,0,2,2,0
0,29,1,0,3,0,0,2,1.0,1,0,0,3,2,0,28,28,0
0,23,1,0,6,1,0,2,1.0,1,1,0,6,5,1,123,2,0
0,30,5,0,3,0,0,6,1.0,0,1,0,3,2,0,2,2,0
0,55,1,0,6,0,0,12,70.0,1,1,1,6,2,1,79,70,79
0,30,2,0,4,0,0,0,1.0,0,0,0,4,5,0,8,57,0
0,34,1,0,4,0,0,13,1.0,1,1,0,4,1,1,2,2,2
0,56,2,0,1,0,0,2,39.0,1,0,0,1,1,0,2,2,0
0,33,1,0,6,0,0,4,1.0,1,0,0,6,2,0,2,1,0
0,28,1,0,2,0,0,1,1.0,0,0,0,2,3,0,2,2,0
0,29,1,0,8,0,0,1,1.0,1,0,0,8,8,0,42,42,0
0,38,2,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,37,2,0,3,0,0,0,1.0,1,0,0,3,2,0,2,2,0
1,33,2,0,1,0,0,0,1.0,0,1,0,1,1,1,2,2,0
0,30,3,0,2,0,0,0,0.0,1,0,0,2,2,0,1,1,0
0,51,1,1,9,0,1,19,1.0,1,0,0,9,4,0,7,14,0
0,65,1,0,5,0,0,7,1.0,0,0,0,5,1,0,22,2,0
1,32,1,0,1,0,0,1,1.0,0,0,0,1,1,0,2,2,0
0,38,2,0,7,0,0,5,3.0,1,1,0,7,2,1,40,1,40
0,35,1,0,4,0,0,1,1.0,1,0,0,4,3,0,1,2,0
0,57,2,0,1,0,0,1,26.0,1,0,0,1,1,0,2,2,0
0,26,2,0,3,0,0,1,1.0,1,0,0,3,3,0,1,1,0
1,23,3,0,8,3,1,7,199.0,0,1,1,8,5,1,37,2,37
1,36,1,2,6,0,0,4,1.0,0,1,1,6,3,1,3,3,0
1,33,3,0,4,0,0,2,10.0,1,1,0,4,2,1,108,10,2
0,35,2,0,5,0,0,3,1.0,1,1,1,5,3,1,46,2,56
0,33,1,0,1,0,0,0,1.0,1,0,0,1,1,0,8,2,0
0,47,2,0,1,0,0,0,0.0,0,0,0,1,1,0,2,2,0
1,53,3,0,1,0,0,0,1.0,0,0,0,1,1,0,2,2,0
0,31,0,0,5,0,0,6,659.0,1,0,0,5,4,0,0,0,0
0,35,2,0,4,0,0,1,16.0,0,1,0,4,1,1,5,5,0
1,36,1,0,3,0,0,1,1.0,1,1,1,3,2,1,14,2,24
1,25,2,0,3,0,0,0,1.0,0,0,0,3,3,0,2,2,0
0,52,3,0,6,0,0,10,1.0,1,0,0,6,7,0,4,150,0
0,23,3,0,7,0,0,3,292.0,0,1,1,7,8,1,278,278,278
0,34,1,0,3,0,0,7,110.0,0,0,0,3,2,0,9,9,0
0,51,2,0,3,0,0,6,0.0,1,1,0,3,2,1,34,3,34
0,24,1,0,8,0,4,8,1.0,1,1,0,8,8,1,216,216,0
0,32,2,0,2,0,0,0,1.0,1,1,0,2,1,1,40,2,0
0,43,1,0,7,0,0,8,1.0,1,1,0,7,5,1,16,350,75
0,45,1,1,7,0,1,20,0.0,0,1,0,7,2,0,34,48,34
0,42,1,0,5,0,0,10,17.0,0,1,1,5,1,1,2,2,8
0,22,1,0,7,0,0,1,1.0,1,1,0,7,5,1,7,7,0
0,49,1,0,4,0,0,4,26.0,1,0,0,4,1,0,22,2,0
0,42,1,0,1,0,0,0,4.0,1,1,0,1,1,1,34,35,34
0,40,2,0,8,0,0,0,1.0,0,1,1,8,10,1,31,31,0
0,25,1,0,7,1,0,2,1.0,1,1,0,7,3,1,174,2,2
0,25,2,0,5,0,0,0,2.0,0,1,0,5,3,1,3,3,4
0,23,1,0,5,0,0,0,1.0,1,0,0,5,7,0,191,3,0
0,21,2,0,7,0,0,2,1.0,1,1,0,7,7,1,3,2,2
0,31,2,0,5,0,0,3,0.0,0,0,0,5,4,0,1,1,0
1,28,1,0,2,0,0,0,0.0,0,0,0,2,2,0,2,2,0
0,24,1,0,9,0,0,11,1.0,1,1,0,9,5,1,52,52,5
0,45,2,0,1,0,0,0,0.0,1,0,0,1,1,0,41,38,0
0,23,1,0,4,0,0,2,1.0,0,1,0,4,4,1,2,2,2
0,39,1,0,8,0,0,7,1.0,1,1,1,8,6,1,36,1,36
0,25,2,0,4,0,0,2,63.0,1,0,0,4,4,0,33,44,0
0,24,1,0,2,1,0,1,1.0,1,0,0,2,4,0,2,2,0
0,46,2,0,1,0,0,1,1.0,1,0,0,1,1,0,3,2,0
0,47,2,0,1,0,0,3,1.0,1,0,0,1,1,0,3,3,0
0,54,2,0,4,0,0,2,101.0,0,1,1,4,3,1,1,1,1
0,22,1,0,4,0,1,1,1.0,0,1,0,4,5,1,2,2,0
1,34,2,0,2,0,0,0,2.0,0,0,0,2,1,0,2,2,0
0,33,2,0,1,0,0,0,0.0,0,1,0,1,1,1,1,1,1
0,27,2,0,6,0,0,1,150.0,0,0,0,6,3,0,0,0,0
0,29,1,0,10,0,1,16,1.0,1,1,0,10,8,1,68,2,0
0,34,3,0,2,0,0,3,6.0,0,0,0,2,2,0,4,6,0
0,32,1,0,5,0,0,1,115.0,1,0,0,5,5,0,117,1,0
0,29,1,0,6,0,0,0,0.0,0,0,0,6,3,0,2,2,0
1,25,2,0,3,0,0,2,1.0,0,1,0,3,3,1,2,2,0
0,34,2,0,6,0,0,16,1.0,1,1,0,6,6,1,2,2,0
1,55,1,0,1,0,0,1,1.0,1,0,0,1,1,0,2,2,0
0,27,1,0,4,0,0,0,1.0,1,1,0,4,4,1,13,2,13
0,26,1,0,3,0,0,0,1.0,0,0,0,3,3,0,2,2,0
0,39,1,2,9,2,1,19,1.0,1,1,0,9,7,1,181,181,1
0,24,1,0,7,0,0,1,0.0,1,0,0,7,7,0,1,1,0
0,29,2,0,2,0,0,0,0.0,0,0,0,2,2,0,2,2,0
1,31,2,0,7,0,0,3,146.0,1,1,0,7,4,1,2,2,2
0,50,1,0,1,0,0,13,0.0,1,1,0,1,1,1,244,244,0
0,25,3,0,5,0,0,2,1.0,1,1,0,5,3,1,15,2,116
0,31,1,0,5,0,0,4,12.0,1,1,0,5,4,1,30,3,30
0,31,0,0,2,0,0,0,1.0,0,0,0,2,2,0,1,1,0
0,26,2,1,6,0,0,2,1.0,1,1,0,6,8,0,2,2,2
0,54,2,0,2,0,0,2,0.0,1,0,0,2,1,0,98,98,0
0,33,1,0,8,0,0,14,1.0,1,1,1,8,4,1,2,2,0
0,22,1,0,4,0,0,0,1.0,0,1,0,4,5,1,2,2,0
0,35,1,0,9,1,0,8,0.0,1,1,0,9,8,0,240,240,2
1,30,0,0,7,0,0,4,1.0,1,1,0,7,4,1,49,3,49
0,25,1,0,2,0,0,0,1.0,1,0,0,2,3,0,2,2,0
0,25,1,0,5,0,0,0,1.0,1,0,0,5,3,0,1,1,0
0,44,1,0,2,0,0,0,1.0,1,1,0,2,1,1,95,2,95
1,29,2,0,7,0,0,2,1.0,1,1,0,7,4,1,10,10,233
0,46,2,0,3,0,0,2,23.0,1,1,0,3,1,1,1430,3,186
0,53,2,0,1,0,0,0,0.0,0,0,0,1,1,0,5,5,0
0,24,1,0,7,0,0,2,1.0,1,1,0,7,4,1,3,3,0
